id,uuid,slug,name,type,status,main_category,categories,softwares,skills,tags,instructors,instructor_usernames,membership_plans,is_member_only,is_featured,price,sale_price,cashback_percentage,cashback_percentage_member,start_date,second_date,third_date,fourth_date,introduction,description,sort_order,thumbnail,cover_image,file_url,seats,schedule_first_day,schedule_second_day,start_time,end_time,duration,deadline,difficulty,language,objectives,methodology,scope,requirements,notes,day1_program,day2_program,day3_program,day4_program,certificate_text,questions_enabled,programs,faq_count,faq,created_at,updated_at
35886,RItyFDM,meta-fluid-studio-mariana-cabugueira,"Meta-Fluid Studio - Mariana Cabugueira",Workshop,Active,Metaverse,"3D Modeling | Architectural Design | Design Workshops",,,,"Mariana Cabugueira",mariana-cabugueira,"Full Access",0,0,500.00,400.00,3.00,6.00,"2022-05-15 17:00:00",,,,"<p>The Meta-Fluid Studio explores the quality and power of Fluid Design to conceive cyber-urban environments in virtual cities. The goal is the creation of a free-standing virtual city designed by 30 different designers teamed up in 3s. For this studio, some teams will create meta-archi typologies, and some designers will join skills to create a &lsquo;meta-urban&rsquo; base. Combined, they will create a free-standing,&nbsp;fluid&nbsp;virtual urban field and prove the&nbsp;Multi-Author Urban Design to be the directionality for the future of virtual cities.During this studio, the designers will get acquainted with the 3d modeling software Autodesk Maya &ndash; the nr 1 software for Fluid Architecture in the current real-life scenario &ndash; and Unreal Engine for the immersive experience of their designs.</p>
<p>&nbsp;</p>
<p>For the Meta-Fluid Studio,&nbsp;virtual environments are as real as Physical environments. Together they strengthen the fluid experience of space and push the boundaries of Fluid Design in Architecture.Meta Archi-Typologies: Event Spaces; NFT exhibitions; Crypto Markets; Concert Stages; Sports Stadium; Lice Streamed Arenas / Fashion walk-ways/ Entertainment and nigh-life.Meta-urban Typologies: Master planners; vertical and horizontal voided buildings; water and green ration; multi-layers of urban circulation.</p>","Meta-Fluid Studio explores the quality and power of Fluid Design to conceive cyber-urban environments in virtual cities.",,601,599,https://drive.google.com/drive/folders/1PCuc_lti1cmh4662WVtfeZ4lIOgH3IiA,30,Sunday,Sunday,17:00:00,22:00:00,"28 Hours","2022-05-14 23:59:00",Beginner,english,"<div>
<ul>
<li>Fluid Design Principles: Explore the quality and power of Fluid Design to create innovative cyber-urban environments within virtual cities.</li>
<li>Collaborative Project Development: Work in teams to conceptualize and design a free-standing virtual city, combining skills to create meta-archi and meta-urban typologies.</li>
<li>3D Modeling with Autodesk Maya: Gain hands-on experience with Autodesk Maya, the leading software for Fluid Architecture, to develop and visualize your designs.</li>
<li>Immersive Design in Unreal Engine: Learn to implement your designs in Unreal Engine, creating immersive experiences that blur the lines between virtual and physical environments.</li>
<li>Presentation Skills: Enhance your ability to communicate design ideas effectively by presenting your project to peers and receiving constructive feedback on jury day.</li>
</ul>
</div>","<div>This is an applied workshop. We will learn through involvement, so expect homework! You will work in groups of 3 to distribute the tasks and produce a complete project. Each group will have 10 minutes to present their work on jury day.<br><br>
<p><strong>Week 1</strong></p>
<p>introduction + basic modeling in Maya &ndash; Archi-typologies and urban techniques</p>
<p>&nbsp;</p>
<p><strong>Week 2 </strong></p>
<p>creation of teams + continuation of Maya modeling Typologies and Urban fields + brief and meet the teams</p>
<p>&nbsp;</p>
<p><strong>Week 3</strong></p>
<p>Maya modeling Typologies and Urban fields + projects review</p>
<p>&nbsp;</p>
<p><strong>Week 4</strong></p>
<p>Unreal basic interface with Maya + projects review</p>
<p>&nbsp;</p>
<p><strong>Week 5</strong></p>
<p>Unreal and experience of space + Projects Review</p>
<p>&nbsp;</p>
<p><strong>Week 6</strong></p>
<p>Combine the final scene + Project Reviews</p>
<p>&nbsp;</p>
<p><strong>Week 7</strong></p>
<p>Final Presentation</p>
<p>&nbsp;</p>
</div>",,,,<p>&nbsp;</p>,,,,"As congratulations on successfully completing our comprehensive online workshop. This course offered insights into essential tools of advanced architectural design software, enabling you to create captivating materials and efficiently render projects. Your dedication to mastering these sophisticated techniques is commendable.",0,,,,"2022-04-03 13:53:00","2026-06-19 14:47:55"
38542,m5DRGV,body-architecture-studio-filippo-nassetti,"Body Architecture - Studio Filippo Nassetti",Workshop,Active,"Fashion Design","3D Modeling | Architectural Design | Design Workshops | Fashion Design","Grasshopper 3D | Make Human | Rhinoceros 3D",,,"Filippo Nassetti",filippo-nassetti,"Full Access",0,0,500.00,400.00,3.00,6.00,"2021-11-06 14:00:00",,,2021-12-18,"<p>Throughout history, the human body and technology co-evolved, generating forms of deep symbiosis, materialized in a vast web of artifacts and prostheses that mediate between individuals and the environment. All wearable products, medical devices, tools, means of transportation, the city itself can ultimately be interpreted as an extension of our physical bodies. These technological prostheses increase the chances of survival and expand the human experience.</p>","The Body Architecture studio workshop aims at anticipating such needs and developing a design agenda that explores and describes emerging opportunities.",,557,563,,30,Saturday,Sunday,14:00:00,18:00:00,"6 Sessions (24 Hours)","2021-11-04 14:00:00",Beginner,english,"<div>
<ul>
<li>Symbiosis of Body and Technology: Explore the historical relationship between the human body and technological advancements, emphasizing wearable products and prostheses.</li>
<li>Adaptive Design for Climate Change: Investigate how to redesign wearables and body extensions to respond to extreme environmental conditions and ecological challenges.</li>
<li>Future Trends Speculation: Develop projects that anticipate transformations in natural and artificial environments, focusing on human adaptability.</li>
<li>Innovative Wearable Artifacts: Propose unique designs for wearable technology that enhance human experience and survival in changing conditions.</li>
<li>Hands-On Software Skills: Utilize tools like Grasshopper 3D, Rhinoceros 3D, and Make Human for modeling and prototyping body-centric designs.</li>
</ul>
</div>","<p>In the future, abrupt changes in the climate and the ecological crisis will rapidly change the environments in which people live. We can expect a widening of extreme conditions, with changes in the atmosphere&rsquo;s composition, expanding desertification, and flooding of vast territories.</p>
<p>&nbsp;</p>
<p>It is then possible to imagine that in the decades and centuries to come, our array of prostheses and body extensions will have to be re-designed to adapt to such fast-changing conditions.<br><br></p>
<p>The Body Architecture studio workshop explores the possibilities of designing unique types of wearables for different natural and artificial environments and how the human body and its prostheses would react and adapt to future trends.<br><br>The Body Architecture studio workshop aims at anticipating such needs and developing a design agenda that explores and describes emerging opportunities. Moving from identifying a specific trend of climatic change, projects will speculate on transformations of natural and artificial environments and how the human body and its prostheses would react and adapt to such movements. The projects will eventually propose the design of a specific wearable artifact or a vision of a more radical transformation of the human body.</p>",,,"<p>&nbsp;</p>
<p><strong>SESSION 1</strong></p>
<p>Introductive lecture &ndash; 1h</p>
<p>Digital representations of the human body &ndash; 1h</p>
<p>Computational design techniques &ndash; 2h</p>
<p>Assignment 1</p>
<p>&nbsp;</p>
<p><strong>SESSION 2</strong></p>
<p>Kick-off lecture &ndash; 0.5h</p>
<p>Computational design techniques &ndash; 2.5h</p>
<p>Tutorials / project reviews &ndash; 1h</p>
<p>Assignment 2</p>
<p>&nbsp;</p>
<p><strong>SESSION 3</strong></p>
<p>Kick-off lecture &ndash; 0.5h</p>
<p>Computational design techniques &ndash; 2.5h</p>
<p>Tutorials / project reviews &ndash; 1h</p>
<p>Assignment 3</p>
<p>&nbsp;</p>
<p><strong>SESSION 4</strong></p>
<p>Kick-off lecture &ndash; 0.5h</p>
<p>Computational design techniques &ndash; 1.5h</p>
<p>Tutorials / project reviews &ndash; 2h</p>
<p>Assignment 4</p>
<p>&nbsp;</p>
<p><strong>SESSION 5</strong></p>
<p>Kick-off lecture &ndash; 0.5h</p>
<p>Computational design techniques &ndash; 1.5h</p>
<p>Tutorials / project reviews &ndash; 2h</p>
<p>Assignment 5</p>
<p>&nbsp;</p>
<p><strong>SESSION 6</strong></p>
<p>Final Crit</p>",<p>&nbsp;</p>,,,,"as congratulations on successfully completing our comprehensive online workshop. This course offered insights into essential tools of advanced architectural design software, enabling you to create captivating materials and efficiently render projects. Your dedication to mastering these sophisticated techniques is commendable.",0,,,,"2021-11-06 10:42:13","2026-06-19 14:47:55"
38753,l1UzErG,reactive-miniverse-studio-friedenberg-machmouchi,"Reactive Miniverse / Studio Friedenberg - Machmouchi",Workshop,Active,Metaverse,"3D Modeling | Architectural Design | Metaverse | Visualization","Blender | Grasshopper 3D | Rhinoceros 3D | Unreal Engine",,,"Andrew Friedenberg | Hamze Machmouchi","andrew-friedenberg | hamze-machmouchi","Full Access",0,0,500.00,400.00,3.00,6.00,"2022-06-25 17:00:00",,,,"<p>The Reactive Miniverse studio questions the future of digital spaces as spatial, cultural, entertaining, and educational experiences. We will be generating complex architectural geometries and implementing and exploring them within game engines to create interactive and kinetic environments. This playful process aims to develop design and software skills, notably in Unreal Engine 5, Rhino3D, and Grasshopper.</p>
<p>&nbsp;</p>
<p><strong>What is Metaverse?</strong></p>
<p>Metaverse is an online virtual world that incorporates augmented reality, virtual reality, 3D holographic avatars, video, and other forms of communication. Users in the metaverse &ldquo;live&rdquo; in a digital realm, engaging with one another using avatars and virtual reality technologies. This technology enables people to live parallel lives by adopting unique digitalized avatars. Read more about the Metaverse in our article &ldquo;Metaverse, The Upcoming Realm of Architects.&rdquo;</p>","The Reactive Miniverse studio focuses on the basics of architectural geometry and its application in game engines to create interactive environments.",,6320,657,https://drive.google.com/drive/folders/11lmCytYQGTUg2BBrqBe9taWbvA5i3Siq?usp=sharing,30,Saturday,Saturday,17:00:00,21:00:00,"28 Hours","2022-06-24 23:59:00",Beginner,english,"<div>
<ul>
<li>Architectural Geometry Basics: Understand the fundamentals of architectural geometry and its application in creating interactive environments.</li>
<li>SubD Modeling in Rhino: Explore SubD modeling techniques in Rhinoceros 7 to develop complex geometries for digital spaces.</li>
<li>Grasshopper Fundamentals: Learn the basics of Grasshopper to create parametric designs and enhance your modeling capabilities.</li>
<li>Asset Creation for Unreal Engine: Develop unique digital assets for implementation in Unreal Engine, utilizing plugins like Kangaroo and Dendro for advanced geometries.</li>
<li>Interactive Environments in Game Engines: Experiment with designing kinetic and interactive environments within Unreal Engine, blending architecture with gaming technology.</li>
</ul>
</div>","<div>
<p>Students will explore the design of different typologies of digital space by creating unique assets for implementation in Unreal Engine using Rhinoceros 7 and Grasshopper. Specifically, we will look at SubD modeling in Rhino 7, cover Grasshopper fundamentals, and make more complex geometries using additional plugins like Kangaroo for form-finding and Dendro for more organic geometries.</p>
<p>&nbsp;</p>
<p>Because of its prominence in recent years with games like Fortnite and use in the film industry, Unreal Engine will serve as the &ldquo;Miniverse&rdquo; platform. The fusion of architecture and design with this open-world software was inevitable, and it has gone well beyond visualization. It may be used as a design tool with many stakeholders and a tool for client discussions and an experience environment.</p>
</div>",,"<ul>
<li>Rhinoceros 7.0. The 90-day trial version can download from the website.</li>
<li>Grasshopper 3D: For Rhino 6 and 7 are embedded. For Rhino 5 and below, you need to download them separately.</li>
<li>Unreal Engine + Blueprints (UX/UI &ndash; Unreal Widget UMG)</li>
<li>Blender (for additional modeling)</li>
</ul>
<p>&nbsp;</p>","<p>&nbsp;</p>
<p><strong>Week 1 :</strong></p>
<p>Studio Intro &ndash; 30minLecture &ndash;</p>
<p>Architects and game engines &ndash; 30min</p>
<p>Geometry Tutorial &ndash; 1hr</p>
<p>Unreal Tutorial &ndash; 1hr</p>
<p>Assignment (Environment creation) &ndash; 30min</p>
<p>&nbsp;</p>
<p><strong>Week 2 :</strong></p>
<p>Guest Lecture &ndash; 1hr</p>
<p>Geometry Tutorial &ndash; 1hr</p>
<p>Unreal Tutorial &ndash; 1.5hr</p>
<p>Assignment (Geometry exploration) &ndash; 30min</p>
<p>Students will have to develop the first iteration of their assets.</p>
<p>&nbsp;</p>
<p><strong>Week 3 :</strong></p>
<p>Tutorial/Lecture &ndash; 3hr</p>
<p>Review &ndash; 1hr</p>
<p>&nbsp;</p>
<p><strong>Week 4 :</strong></p>
<p>Tutorial/Lecture &ndash; 2hr</p>
<p>Review &ndash; 2hr</p>
<p>&nbsp;</p>
<p><strong>Week 5 :</strong></p>
<p>Tutorial/Lecture &ndash; 2hr</p>
<p>Review &ndash; 2hr</p>
<p>&nbsp;</p>
<p><strong>Week 6 :</strong></p>
<p>Tutorial/Lecture &ndash; 2hr</p>
<p>Review &ndash; 2hr</p>
<p>&nbsp;</p>
<p><strong>Week 7 :</strong></p>
<p>Final Presentation (special guests might join as a jury)</p>
<p>&nbsp;</p>",<p>&nbsp;</p>,,,,"as congratulations on successfully completing our comprehensive online workshop. This course offered insights into essential tools of advanced architectural design software, enabling you to create captivating materials and efficiently render projects. Your dedication to mastering these sophisticated techniques is commendable.",0,,,,"2022-06-04 06:43:00","2026-06-19 14:47:55"
38989,rJq8zEN5,computational-design-next-9-0,"Computational Design: NEXT 9.0",Conference,Active,Conferences,Conferences,,,,"Arthur Mamou-Mani | Mahdi Fard | Erfan Habibpour | June Lee | Yavor Stoykov | Negar Kalantar | Jason Kelly Johnson | Giovanni De Niederhausern | Dana Cupkova | Manuel Garcia | Melodie Yashar | Meeson Pae | Hamid Hassanzadeh | Michael Pryor","arthur-mamou-mani | mahdifard | erfan-habibpour | june-lee | yavor-stoykov | negar-kalantar | jason-kelly-johnson | giovanni-de-niederhausern | dana-cupkova | manuel-garcia | melodie-yashar | meeson-pae | Hamid | michael-pryor","Full Access | Pro Monthly | Pro Yearly | Pro Quarterly",1,0,69.00,50.00,3.00,6.00,"2022-05-07 12:00:00",2022-05-08,,,"<p>THE PAST, PRESENT &amp; FUTURE: An online interactive conference with global frontiers. Two-day online conference with live presentations, tutorials, interactive Sessions, live mentorship &amp; panel discussions. A collaborative initiative by ParametricArchitecture (PA) and DesignMorphine (DM). Computational Design: NEXT 9.0 brings together pioneers and professionals from all industries to meet and discuss new emerging technologies in art, architecture, design, and manufacturing.</p>
<p>&nbsp;</p>
<p>Computational Design: NEXT is a joint effort by some of the world&rsquo;s leading experts in computational design to create an online learning platform that will also serve as a full-fledged online conference. ParametricArchitecture (PA), one of the leading media platforms concentrating on computational design and its different subsets, will host the event, including conversations, dialogues, tutorials, and mentoring to a worldwide audience via thought-provoking and relevant speeches.</p>","Computational Design: NEXT 9.0 brings together pioneers and professionals from all industries to meet and discuss new emerging technologies in art, architecture, design, and manufacturing.",,1099,1098,https://drive.google.com/drive/folders/1OjvU2L0Iccib-1NHDWK5qsLGG5i97WwC?usp=sharing,400,Saturday,Sunday,12:00:00,21:00:00,"18 Hours","2022-05-07 12:00:00",Beginner,english,,,,,"<ul>
<li>A certificate of attendance will be provided to all participants of the conference.</li>
</ul>
<p>&nbsp;</p>",,,,,"as congratulations on successfully completing our comprehensive online workshop. This course offered insights into essential tools of advanced architectural design software, enabling you to create captivating materials and efficiently render projects. Your dedication to mastering these sophisticated techniques is commendable.",0,,,,"2022-05-07 09:00:00","2026-07-08 01:46:54"
39050,V3KyP8,computational-design-next-10,"Computational Design: NEXT 10",Conference,Active,Conferences,Conferences,,,,"Arian Hakimi | Ignacio Revenga | Dimitar Pouchnikov | Dinara Kasko | Elif Erdine | Marcela Spadaro | Roberto Naboni | Andrea Rossi | Sina Mostafavi | Matias del Campo | Laura Maria Gonzalez | Hamid Hassanzadeh | Michael Pryor","arian-hakimi | ignaciorevenga | dimitarpouchnikov | dinara-kasko | elif-erdine | marcela-spadaro | roberto-naboni | andrea-rossi | sina-mostafavi | matias-del-campo | laura-maria-gonzalez | Hamid | michael-pryor","Full Access | Pro Monthly | Pro Yearly | Pro Quarterly",1,0,69.00,50.00,3.00,6.00,"2022-07-16 12:00:00",2022-07-17,,,"<p>THE PAST, PRESENT &amp; FUTURE: An online interactive conference with global frontiers. Two-day online conference with live presentations, tutorials, interactive Sessions, live mentorship &amp; panel discussions. A collaborative initiative by ParametricArchitecture (PA) and DesignMorphine (DM). Computational Design: NEXT 10 brings together pioneers and professionals from all industries to meet and discuss new emerging technologies in art, architecture, design, and manufacturing.Computational Design: NEXT is a joint effort by some of the world&rsquo;s leading experts in computational design to create an online learning platform that will also serve as a full-fledged online conference. ParametricArchitecture (PA), one of the leading media platforms concentrating on computational design and its different subsets, will host the event, including conversations, dialogues, tutorials, and mentoring to a worldwide audience via thought-provoking and relevant speeches.</p>","Computational Design: NEXT 10.0 brings together pioneers and professionals from all industries to meet and discuss new emerging technologies in art, architecture, design, and manufacturing.",,1096,1097,https://drive.google.com/drive/folders/1n2yc0qqDNCevcUiC5c-mTxwv1sRqNyVC?usp=sharing,400,Saturday,Sunday,12:00:00,21:00:00,"18 Hours","2022-07-16 12:00:00",Beginner,english,,,,,"<ul>
<li>A certificate of attendance will be provided to all participants of the conference.</li>
</ul>
<p>&nbsp;</p>",,,,,"as congratulations on successfully completing our comprehensive online workshop. This course offered insights into essential tools of advanced architectural design software, enabling you to create captivating materials and efficiently render projects. Your dedication to mastering these sophisticated techniques is commendable.",0,,,,"2022-07-16 09:00:00","2026-07-08 01:45:33"
